"voucher_product_id","branch_id"
"9636f501-6c1b-4c91-acc1-6d8f08983b38","3001"
"2b356e81-0cfb-41b3-b425-d3a8c7bb8cd0","3001"
"3fee00eb-3a93-499a-ac66-30f1fa7bcf8e","3001"
"8df3efae-9dac-435d-8d99-46d83c8bb350","3002"
"821bf4d8-d90f-441c-a4ee-c3b52d0fa414","3002"
"4381999b-d35e-44a5-8162-fa2e633db80f","3003"
"4381999b-d35e-44a5-8162-fa2e633db80f","3004"
"4381999b-d35e-44a5-8162-fa2e633db80f","3005"
"4381999b-d35e-44a5-8162-fa2e633db80f","3006"
"61efc73d-fb24-45ea-9570-cd5f525ad9b6","3003"
"61efc73d-fb24-45ea-9570-cd5f525ad9b6","3004"
"61efc73d-fb24-45ea-9570-cd5f525ad9b6","3005"
"61efc73d-fb24-45ea-9570-cd5f525ad9b6","3006"
"4f10f4a0-58b3-452c-90b3-13c6e18d8763","3007"
"c12bc56a-97f6-42dc-937e-52c2703dc478","3008"
"a0f00835-486a-4f23-a858-703800942efb","3008"
"a5861c17-4435-4675-bfc3-67cc22a021f3","3002"
"78b1a3fd-fa3f-4256-ad45-13a7b335d0cc","3002"
"ed5c9af3-871e-4701-8fab-099b9cd73633","3002"
"7f04a171-05ba-41fc-b816-9e0485965787","3002"
"2eefeb49-dcd3-43b4-95f4-6b0c212a6912","3009"
"5e48ff10-7745-4f75-a149-17d3debc9f0d","3010"
"5e48ff10-7745-4f75-a149-17d3debc9f0d","3011"
"5e48ff10-7745-4f75-a149-17d3debc9f0d","3012"
"5e48ff10-7745-4f75-a149-17d3debc9f0d","3013"
"5e48ff10-7745-4f75-a149-17d3debc9f0d","3014"
"fcf519e2-4197-4a36-bc79-903d388c781a","3015"
"fcf519e2-4197-4a36-bc79-903d388c781a","3016"
"2e4fabbb-d67c-49f8-9b50-cb72e6a46fd0","3010"
"2e4fabbb-d67c-49f8-9b50-cb72e6a46fd0","3011"
"2e4fabbb-d67c-49f8-9b50-cb72e6a46fd0","3012"
"2e4fabbb-d67c-49f8-9b50-cb72e6a46fd0","3013"
"2e4fabbb-d67c-49f8-9b50-cb72e6a46fd0","3014"
"05f884ef-a633-4ddc-8659-12a3986dbe9e","3017"
"05f884ef-a633-4ddc-8659-12a3986dbe9e","3018"
"46b3ce19-cca2-4111-8e12-f86eac156c96","3019"
"46b3ce19-cca2-4111-8e12-f86eac156c96","3020"
"46b3ce19-cca2-4111-8e12-f86eac156c96","3021"
"5bb62ed1-43d3-42b2-9fbc-eddaab44dbcb","3010"
"5bb62ed1-43d3-42b2-9fbc-eddaab44dbcb","3011"
"5bb62ed1-43d3-42b2-9fbc-eddaab44dbcb","3012"
