"id","partner_id","name","address","region","is_active"
"3001","4a4c007f-e1b5-54e2-8bdf-f02f97bf926c","Chi nhánh TP. Hồ Chí Minh","DiaB hiện đã có trên LifeLink với quy trình đăng ký nhanh chóng, ưu đãi hấp dẫn và dịch vụ chuyên nghiệp. S","TP. Hồ Chí Minh","true"
"3002","b07676bf-c59c-5da6-8208-5b4827f3f4c8","Chi nhánh Hà Nội","ImeatU"" sẽ là lựa chọn hoàn hảo cho một bữa tiệc nướng ấm áp, tròn vị vào những ngày đông của Hà Nội","Hà Nội","true"
"3003","90babb24-f858-581d-b4cc-495088892031","Ngọc Dung Quận 10","32-34-36 Đường 3/2, Phường 12, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"3004","90babb24-f858-581d-b4cc-495088892031","Ngọc Dung Huỳnh Thúc Kháng","106 Phố Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội","Hà Nội","true"
"3005","90babb24-f858-581d-b4cc-495088892031","Ngọc Dung Trần Duy Hưng","65 Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","Hà Nội","true"
"3006","90babb24-f858-581d-b4cc-495088892031","Ngọc Dung Đà Nẵng","95 Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","Đà Nẵng","true"
"3007","5bee9a52-bd14-5e7f-8d71-3e8df42758ec","Chi nhánh TP. Hồ Chí Minh","tất cả thành phố bTaskee hoạt đông: TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"3008","ea1d94a2-9a0f-5d00-b2b7-61286a841dd7","Hệ thống Toàn Quốc","Áp dụng tại toàn bộ hệ thống cửa hàng trên toàn quốc","Toàn Quốc","true"
"3009","458d1f00-8c77-5f25-83f8-6b18917afa58","Sân khấu Thực cảnh Cố Đô Hoa Lư","Khu di tích Cố Đô Hoa Lư, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình","Ninh Bình","true"
"3010","c988c672-f065-525e-b835-a7e13a9e4ba9","Lotteria Nguyễn Đình Chiểu","106 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3011","c988c672-f065-525e-b835-a7e13a9e4ba9","Lotteria Lotte Mart Quận 7","Tầng 1, Lotte Mart, 469 Nguyễn Hữu Thọ, Tân Hưng, Quận 7, TP.HCM","TP. Hồ Chí Minh","true"
"3012","c988c672-f065-525e-b835-a7e13a9e4ba9","Lotteria Tràng Tiền","24 Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội","Hà Nội","true"
"3013","c988c672-f065-525e-b835-a7e13a9e4ba9","Lotteria Big C Thăng Long","222 Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","Hà Nội","true"
"3014","c988c672-f065-525e-b835-a7e13a9e4ba9","Lotteria Đà Nẵng","125 Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","Đà Nẵng","true"
"3015","81cfcf7f-96b4-5529-8004-5cd624553afd","Saga Coffee Capital Place","Tầng B1, Toà Nhà Capital Place, 29 Liễu Giai, Ba Đình, Hà Nội","Hà Nội","true"
"3016","81cfcf7f-96b4-5529-8004-5cd624553afd","Saga Coffee Hanoi Centre","175 Nguyễn Thái Học, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Hà Nội","true"
"3017","479c2a33-6dc5-5559-a0ef-074aa4a88f98","Chi nhánh Lê Văn Sỹ","291B Lê Văn Sỹ, Phường Tân Sơn Hòa, Quận Tân Bình, TP.HCM","TP. Hồ Chí Minh","true"
"3018","479c2a33-6dc5-5559-a0ef-074aa4a88f98","Chi nhánh Hoàng Hoa Thám","Số 7 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM","TP. Hồ Chí Minh","true"
"3019","e33529e3-154f-58c2-8340-939b9760c3d6","Sườn Mười Thái Hà","128 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Hà Nội","true"
"3020","e33529e3-154f-58c2-8340-939b9760c3d6","Sườn Mười Hàm Nghi","10 B1 TT4 KĐT Mỹ Đình, Hàm Nghi, Nam Từ Liêm, Hà Nội","Hà Nội","true"
"3021","e33529e3-154f-58c2-8340-939b9760c3d6","Sườn Mười Nguyễn Văn Lộc","117 Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Hà Nội","true"
"3022","8250598c-24b5-5cd9-9923-c7236350fc21","Kidzooona Aeon Mall Long Biên","Tầng 3, TTTM Aeon Mall Long Biên, 27 Cổ Linh, Long Biên, Hà Nội","Hà Nội","true"
"3023","8250598c-24b5-5cd9-9923-c7236350fc21","Kidzooona Aeon Mall Hà Đông","Tầng 3, TTTM Aeon Mall Hà Đông, Dương Nội, Hà Đông, Hà Nội","Hà Nội","true"
"3024","8250598c-24b5-5cd9-9923-c7236350fc21","Kidzooona Xuan Thuy","Lô S012, Tầng 2, Aeon Xuân Thủy, 122-124 Xuân Thủy, Cầu Giấy, Hà Nội","Hà Nội","true"
"3025","8250598c-24b5-5cd9-9923-c7236350fc21","Kidzooona Aeon Mall Tân Phú","Tầng 2, TTTM Aeon Mall Tân Phú Celadon, Tân Phú, TP.HCM","TP. Hồ Chí Minh","true"
"3026","8250598c-24b5-5cd9-9923-c7236350fc21","Kidzooona Aeon Mall Bình Tân","Tầng 2, TTTM Aeon Mall Bình Tân, Bình Trị Đông B, TP.HCM","TP. Hồ Chí Minh","true"
"3027","a6f91e0a-5b42-5022-b676-df4d39d4090b","Chi nhánh TP. Hồ Chí Minh","Sân bay Quốc tế Tân Sơn Nhất - Vé người lớn Thời gian sử dụng tại Phòng khách là tối đa 03 giờ trước giờ khởi hành ban đầu Địa điểm áp dụng: Tầng 4, Khu cách ly Quốc nội, Nhà ga T3, Cảng HKQT Tân Sơn Nhất Vị trí: Ga đi Quốc nội - Sân Bay Tân Sơn Nhất - TP Hồ Chí Minh","TP. Hồ Chí Minh","true"
"3028","574f0d36-3c24-500e-879c-ff074a7a1ada","VinFast Showroom Times City","TTTM Vincom Mega Mall Times City, 458 Minh Khai, Hai Bà Trưng, Hà Nội","Hà Nội","true"
"3029","574f0d36-3c24-500e-879c-ff074a7a1ada","VinFast Showroom Landmark 81","TTTM Vincom Landmark 81, 720A Điện Biên Phủ, Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"3030","ede6dba1-b001-5ee7-a3e9-72628126e941","DOJI Tower Hà Nội","Số 5 Lê Duẩn, Phường Điện Biên, Quận Ba Đình, Hà Nội","Hà Nội","true"
"3031","ede6dba1-b001-5ee7-a3e9-72628126e941","DOJI Tower TP.HCM","81-85 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3032","5730c67b-ddcc-574a-97ab-a5efede3d50b","Du Nhiên Hà Đông","Số 10 ngõ 102 Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Hà Nội","true"
"3033","5730c67b-ddcc-574a-97ab-a5efede3d50b","Du Nhiên Cầu Giấy","86 Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Hà Nội","true"
"3034","5730c67b-ddcc-574a-97ab-a5efede3d50b","Du Nhiên Hoàn Kiếm","45 Hàng Đường, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội","Hà Nội","true"
"3035","eb164c5d-ec5b-573b-aad4-ceaa07060fa8","Chicken Plus Hai Bà Trưng","232 Hai Bà Trưng, Phường Tân Định, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3036","eb164c5d-ec5b-573b-aad4-ceaa07060fa8","Chicken Plus Xô Viết Nghệ Tĩnh","245 Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"3037","eb164c5d-ec5b-573b-aad4-ceaa07060fa8","Chicken Plus Quang Trung","144 Quang Trung, Phường 10, Quận Gò Vấp, TP.HCM","TP. Hồ Chí Minh","true"
"3038","eb164c5d-ec5b-573b-aad4-ceaa07060fa8","Chicken Plus Cầu Giấy","116 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Hà Nội","true"
"3039","eb164c5d-ec5b-573b-aad4-ceaa07060fa8","Chicken Plus Tây Sơn","208 Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Hà Nội","true"
"3040","eb164c5d-ec5b-573b-aad4-ceaa07060fa8","Chicken Plus Nguyễn Văn Linh","145 Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","Đà Nẵng","true"
"3041","2f0a3121-5519-5e91-b850-f9a56b5a82eb","Chi nhánh Hà Nội","50B Châu Long - Ba Đình - Hà Nội","Hà Nội","true"
"3042","7a9d3480-e300-5061-b7d5-dfa5140a3b93","Chi nhánh Hà Nội","săn view đẳng cấp tại Hà Nội","Hà Nội","true"
"3043","7aeefa16-64d7-5921-921e-73543d809335","Mala Panda Vạn Hạnh Mall","Tầng 6, Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"3044","7aeefa16-64d7-5921-921e-73543d809335","Mala Panda Phan Xích Long","198 Phan Xích Long, Phường 2, Quận Phú Nhuận, TP.HCM","TP. Hồ Chí Minh","true"
"3045","7aeefa16-64d7-5921-921e-73543d809335","Mala Panda Aeon Mall Tân Phú","Tầng 3, Aeon Mall Tân Phú, 30 Bờ Bao Tân Thắng, TP.HCM","TP. Hồ Chí Minh","true"
"3046","42b643c1-aade-546d-9bb1-dca571a6854f","Chi nhánh Hà Nội","Vincom Times City Lotty Friends là khu vui chơi trong nhà đầu tiên được Lotte World phát triển tại Hà Nội","Hà Nội","true"
"3047","cab4918b-d648-55a6-af55-96dc5d0f2ea5","Chi nhánh Hà Nội","Cửa 1C, sảnh Bắc - Ga Hà Nội","Hà Nội","true"
"3048","56489e78-5264-5908-bc44-c082f3432eaf","Chi nhánh Hà Nội","Tầng 3, Lô 05-06-07 toà ROX Center Goldmark City, 136 Hồ Tùng Mậu, Bắc Từ Liêm, Hà Nội","Hà Nội","true"
"3049","3d6cdbd0-8681-5c55-af2a-39019927b83c","Chi nhánh Hà Nội","72B phố Trần Hưng Đạo, phường Trần Hưng Đạo, Quận Hoàn Kiếm, TP Hà Nội","Hà Nội","true"
"3050","6ced969d-6ec8-501f-8627-20c76db7aed5","Chi nhánh Hà Nội","quầy bar, tiền Tip và chi phí cá nhân khác Xe limousine hiện đại hai chiều cao tốc từ Phố Cổ Hà Nội","Hà Nội","true"
"3051","9cd86c00-34c4-5002-a5c6-290e6b011c8a","Hệ thống Toàn Quốc","Áp dụng tại toàn bộ hệ thống cửa hàng trên toàn quốc","Toàn Quốc","true"
"3052","754bf2c5-3571-54ef-b226-1698d115ea12","Chi nhánh Hà Nội","Lô B2-R6-27-28 tầng B2, TTTM Vincom Mega Mall Royal City, số 72A Đường Nguyễn Trãi, Phường Thanh Xuân, TP. H","Hà Nội","true"
"3053","6aad98b6-ab98-5a1f-af06-0c2cbd26f94e","Life4Cuts Lotte Mall Tây Hồ","Tầng 3, Lotte Mall West Lake, 272 Võ Chí Công, Tây Hồ, Hà Nội","Hà Nội","true"
"3054","6aad98b6-ab98-5a1f-af06-0c2cbd26f94e","Life4Cuts Nguyễn Trãi","144 Nguyễn Trãi, Phường Bến Thành, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3055","f425e226-d154-5cdd-a277-52803728d2c0","KDL Sơn Tiên (The Amazing Bay)","Quốc Lộ 51, Khu phố 4, Phường An Hòa, TP. Biên Hòa, Tỉnh Đồng Nai","Đồng Nai","true"
"3056","e033d72f-35b8-5b27-998a-ed076d642bd6","Chi nhánh TP. Hồ Chí Minh","Sài Gòn Xe Thoáng Nóc: (10 xe) Tầng 1: 12 ghế + 4 chỗ đứng và xe lăn Tầng 2: 42 ghế Xe Có Mái: (2 xe) Tầng 1: 12 ghế mềm + 4 chỗ đứng và xe lăn Tầng 2: 40 ghế (20 bên ngoài, 20 bên trong) Xe 1 Tầng: (3 xe) Tầng dưới: 6 ghế và xe lăn Tầng trên: 29 ghế Địa điểm đón khách : Quầy kiosk màu đỏ với logo City Sightseeing Sài Gòn tại Nhà hát Thành Phố - Số 7 Công Trường Lam Sơn, Phường Sài Gòn, TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"3057","6be1b529-79ab-5780-b2c9-543c7837c40d","Spicy Box Saigon Centre","Tầng B2, Saigon Centre, 65 Lê Lợi, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3058","6be1b529-79ab-5780-b2c9-543c7837c40d","Spicy Box Estella Place","Tầng 4, Estella Place, 88 Song Hành, An Phú, TP. Thủ Đức, TP.HCM","TP. Hồ Chí Minh","true"
"3059","6be1b529-79ab-5780-b2c9-543c7837c40d","Spicy Box GigaMall","Tầng 5, GigaMall Phạm Văn Đồng, Hiệp Bình Chánh, TP. Thủ Đức, TP.HCM","TP. Hồ Chí Minh","true"
